geneSymbol,diseaseName
ADH4,Non-alcoholic Fatty Liver Disease
ADH4,Liver carcinoma
ADH4,Nonalcoholic Steatohepatitis
ADH5,"Alcoholic Intoxication, Chronic"
ADH6,"Alcoholic Intoxication, Chronic"
ADH7,"Alcoholic Intoxication, Chronic"
ADH7,Esophageal Neoplasms
ADH7,Mouth Neoplasms
ADH7,Malignant neoplasm of mouth
ADH7,Malignant neoplasm of esophagus
ADK,Anoxemia
ADK,Anoxia
ADK,Profound Mental Retardation
ADK,"Mental Retardation, Psychosocial"
ADK,Schizophrenia
ADK,Hypoxia
ADK,Hypoxemia
ADK,Mental deficiency
ADK,Intellectual Disability
ADM,Autistic Disorder
ADM,Bipolar Disorder
ADM,Glomerulonephritis
ADM,Hyperalgesia
ADM,"Liver Cirrhosis, Experimental"
ADM,Pain
ADM,Pyemia
ADM,Schizophrenia
ADM,Septicemia
ADM,Gastric ulcer
ADM,"Pain, Burning"
ADM,Ache
ADM,Radiating pain
ADM,Sepsis
ADM,Allodynia
ADM,"Pain, Splitting"
ADM,"Pain, Crushing"
ADM,"Hyperalgesia, Primary"
ADM,"Hyperalgesia, Secondary"
ADM,Tactile Allodynia
ADM,"Hyperalgesia, Thermal"
ADM,"Pain, Migratory"
ADM,"Suffering, Physical"
ADM,Bright Disease
ADM,Severe Sepsis
ADM,Mechanical Allodynia
ADORA1,Catalepsy
ADORA1,Transient Ischemic Attack
ADORA1,Colorectal Carcinoma
ADORA1,Drug Allergy
ADORA1,Drug toxicity
ADORA1,Hypotension
ADORA1,Ischemia
ADORA1,Myocardial Infarction
ADORA1,Nerve Degeneration
ADORA1,Prenatal Exposure Delayed Effects
ADORA1,Schizophrenia
ADORA1,Substance Withdrawal Syndrome
ADORA1,Adverse reaction to drug
ADORA1,Drug Withdrawal Symptoms
ADORA1,Withdrawal Symptoms
ADORA1,Waxy flexibility
ADORA1,Middle Cerebral Artery Syndrome
ADORA1,Bradycardia
ADORA1,Posterior Circulation Transient Ischemic Attack
ADORA1,Middle Cerebral Artery Thrombosis
ADORA1,Middle Cerebral Artery Occlusion
ADORA1,"Infarction, Middle Cerebral Artery"
ADORA1,Carotid Circulation Transient Ischemic Attack
ADORA1,"Transient Ischemic Attack, Vertebrobasilar Circulation"
ADORA1,Crescendo Transient Ischemic Attacks
ADORA1,"Brain Stem Ischemia, Transient"
ADORA1,Middle Cerebral Artery Embolus
ADORA1,Left Middle Cerebral Artery Infarction
ADORA1,"Embolic Infarction, Middle Cerebral Artery"
ADORA1,"Thrombotic Infarction, Middle Cerebral Artery"
ADORA1,Right Middle Cerebral Artery Infarction
ADORA1,Transient Cerebral Ischemia
ADORA1,"Transient Ischemic Attack, Anterior Circulation"
ADORA2A,Anxiety Disorders
ADORA2A,Rheumatoid Arthritis
ADORA2A,Endogenous depression
ADORA2A,Depressive disorder
ADORA2A,Drug Allergy
ADORA2A,Drug toxicity
ADORA2A,Hypotension
ADORA2A,Jacksonian Seizure
ADORA2A,"Liver Cirrhosis, Experimental"
ADORA2A,Melancholia
ADORA2A,Movement Disorders
ADORA2A,"Cardiomyopathies, Primary"
ADORA2A,"Psychoses, Drug"
ADORA2A,"Psychoses, Substance-Induced"
ADORA2A,Pyemia
ADORA2A,Reperfusion Injury
ADORA2A,Schizophrenia
ADORA2A,"Myocardial Diseases, Secondary"
ADORA2A,Seizures
ADORA2A,Septicemia
ADORA2A,Substance Withdrawal Syndrome
ADORA2A,Tremor
ADORA2A,Unipolar Depression
ADORA2A,Adverse reaction to drug
ADORA2A,Depressive Syndrome
ADORA2A,Drug Withdrawal Symptoms
ADORA2A,Withdrawal Symptoms
ADORA2A,Complex partial seizures
ADORA2A,Generalized seizures
ADORA2A,Clonic Seizures
ADORA2A,Amphetamine-Related Disorders
ADORA2A,Amphetamine Addiction
ADORA2A,Amphetamine Abuse
ADORA2A,Sepsis
ADORA2A,Etat Marbre
ADORA2A,Visual seizure
ADORA2A,Tonic Seizures
ADORA2A,Epileptic drop attack
ADORA2A,"Depression, Neurotic"
ADORA2A,"Anxiety States, Neurotic"
ADORA2A,"Seizures, Somatosensory"
ADORA2A,"Seizures, Auditory"
ADORA2A,Olfactory seizure
ADORA2A,Gustatory seizure
ADORA2A,Vertiginous seizure
ADORA2A,Tonic - clonic seizures
ADORA2A,Mood Disorders
ADORA2A,Non-epileptic convulsion
ADORA2A,Single Seizure
ADORA2A,Atonic Absence Seizures
ADORA2A,"Hyperkinesia, Generalized"
ADORA2A,Convulsive Seizures
ADORA2A,"Seizures, Focal"
ADORA2A,"Seizures, Sensory"
ADORA2A,Cardiomyopathies
ADORA2A,Weight decreased
ADORA2A,Anxiety neurosis (finding)
ADORA2A,Severe Sepsis
ADORA2A,Nonepileptic Seizures
ADORA2A,Hyperkinesia
ADORA2A,Convulsions
ADORA2A,Absence Seizures
ADORA2A,Epileptic Seizures
ADORA2A,Myoclonic Seizures
ADORA2A,Generalized Absence Seizures
ADORA2B,Neoplasm Metastasis
ADORA2B,Pyemia
ADORA2B,Reperfusion Injury
ADORA2B,Septicemia
ADORA2B,Sepsis
ADORA2B,Severe Sepsis
ADORA3,Colorectal Carcinoma
ADORA3,Ischemia
ADORA3,"Liver Cirrhosis, Experimental"
ADORA3,Myocardial Infarction
PARP1,Alopecia
PARP1,Anemia
PARP1,Asthma
PARP1,Atherosclerosis
PARP1,Malignant neoplasm of breast
PARP1,Brain Ischemia
PARP1,Colorectal Carcinoma
PARP1,Colorectal Neoplasms
PARP1,Dermatitis
PARP1,Toxic Epidermal Necrolysis
PARP1,Hepatitis
PARP1,Profound Mental Retardation
PARP1,Inflammation
PARP1,Kidney Diseases
PARP1,melanoma
PARP1,"Mental Retardation, Psychosocial"
PARP1,Multiple Myeloma
PARP1,Obesity
PARP1,Pneumonia
PARP1,Lobar Pneumonia
PARP1,"Cardiomyopathies, Primary"
PARP1,Prostatic Neoplasms
PARP1,Pulmonary Fibrosis
PARP1,"Myocardial Diseases, Secondary"
PARP1,Stevens-Johnson Syndrome
PARP1,Pseudopelade
PARP1,Androgenetic Alopecia
PARP1,Parkinsonian Disorders
PARP1,Ramsay Hunt Paralysis Syndrome
PARP1,Female pattern alopecia (disorder)
PARP1,Malignant mesothelioma
PARP1,Malignant neoplasm of prostate
PARP1,Breast Carcinoma
PARP1,Autosomal Dominant Juvenile Parkinson Disease
PARP1,Autosomal Dominant Parkinsonism
PARP1,Autosomal Recessive Parkinsonism
PARP1,"Parkinsonism, Experimental"
PARP1,Familial Juvenile Parkinsonism
PARP1,"Parkinsonism, Juvenile"
PARP1,Cardiomyopathies
PARP1,Experimental Lung Inflammation
PARP1,Cerebral Ischemia
PARP1,Mental deficiency
PARP1,"Mammary Neoplasms, Human"
PARP1,Drug-Induced Stevens Johnson Syndrome
PARP1,Mammary Neoplasms
PARP1,Atherogenesis
PARP1,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
PARP1,"Ceroid lipofuscinosis, neuronal 1, infantile"
PARP1,Mycoplasma-Induced Stevens-Johnson Syndrome
PARP1,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
PARP1,Pneumonitis
PARP1,Intellectual Disability
PARP1,"Alopecia, Male Pattern"
PARP1,"Mammary Carcinoma, Human"
PARP1,"Alveolitis, Fibrosing"
PARP4,Malignant tumor of colon
PARP4,Colonic Neoplasms
ADRA1D,"Heart Failure, Diastolic"
ADRA1B,Cardiomegaly
ADRA1B,Hypotension
ADRA1B,Jacksonian Seizure
ADRA1B,Kidney Diseases
ADRA1B,"Liver Cirrhosis, Experimental"
ADRA1B,Nerve Degeneration
ADRA1B,Seizures
ADRA1B,"Encephalopathy, Toxic"
ADRA1B,Complex partial seizures
ADRA1B,Toxic Encephalitis
ADRA1B,Generalized seizures
ADRA1B,Clonic Seizures
ADRA1B,Neurotoxicity Syndromes
ADRA1B,Visual seizure
ADRA1B,Tonic Seizures
ADRA1B,Epileptic drop attack
ADRA1B,"Seizures, Somatosensory"
ADRA1B,"Seizures, Auditory"
ADRA1B,Olfactory seizure
ADRA1B,Gustatory seizure
ADRA1B,Vertiginous seizure
ADRA1B,Tonic - clonic seizures
ADRA1B,Mood Disorders
ADRA1B,Non-epileptic convulsion
ADRA1B,Single Seizure
ADRA1B,Atonic Absence Seizures
ADRA1B,Convulsive Seizures
ADRA1B,"Seizures, Focal"
ADRA1B,"Seizures, Sensory"
ADRA1B,Cardiac Hypertrophy
ADRA1B,Nonepileptic Seizures
ADRA1B,Convulsions
ADRA1B,Absence Seizures
ADRA1B,Epileptic Seizures
ADRA1B,Myoclonic Seizures
ADRA1B,Generalized Absence Seizures
ADRA1A,Alloxan Diabetes
ADRA1A,Bipolar Disorder
ADRA1A,Malignant neoplasm of breast
ADRA1A,Cannabis Dependence
ADRA1A,Cocaine Abuse
ADRA1A,"Diabetes Mellitus, Experimental"
ADRA1A,Liver Cirrhosis
ADRA1A,Schizophrenia
ADRA1A,Streptozotocin Diabetes
ADRA1A,Unipolar Depression
ADRA1A,"Fibrosis, Liver"
ADRA1A,Cocaine Dependence
ADRA1A,Ventricular Remodeling
ADRA1A,Left Ventricle Remodeling
ADRA1A,Major Depressive Disorder
ADRA1A,Liver carcinoma
ADRA1A,cocaine use
ADRA2A,"Alcoholic Intoxication, Chronic"
ADRA2A,Mental Depression
ADRA2A,Depressive disorder
ADRA2A,Epilepsy
ADRA2A,Fibrosis
ADRA2A,Heart Diseases
ADRA2A,Cardiomegaly
ADRA2A,Hypertensive disease
ADRA2A,Hypotension
ADRA2A,Schizophrenia
ADRA2A,"Epilepsy, Cryptogenic"
ADRA2A,Aura
ADRA2A,Mood Disorders
ADRA2A,Awakening Epilepsy
ADRA2A,Cardiac Hypertrophy
ADRA2A,Cirrhosis
ADRA2B,Profound Mental Retardation
ADRA2B,Lung diseases
ADRA2B,"Mental Retardation, Psychosocial"
ADRA2B,Mental deficiency
ADRA2B,Liver carcinoma
ADRA2B,Intellectual Disability
ADRA2C,Bipolar Disorder
ADRA2C,Fibrosis
ADRA2C,Cardiomegaly
ADRA2C,Heart failure
ADRA2C,Congestive heart failure
ADRA2C,Left-Sided Heart Failure
ADRA2C,"Heart Failure, Right-Sided"
ADRA2C,Mood Disorders
ADRA2C,Cardiac Hypertrophy
ADRA2C,Cirrhosis
ADRA2C,Myocardial Failure
ADRA2C,Heart Decompensation
ADRB1,Birth Weight
ADRB1,"Cardiomyopathy, Dilated"
ADRB1,Cardiovascular Diseases
ADRB1,Mental Depression
ADRB1,Depressive disorder
ADRB1,Diabetes Mellitus
ADRB1,Heart failure
ADRB1,Congestive heart failure
ADRB1,Hyperemia
ADRB1,Hypertensive disease
ADRB1,Left-Sided Heart Failure
ADRB1,Malignant neoplasm of stomach
ADRB1,Myocardial Reperfusion Injury
ADRB1,Obesity
ADRB1,Stomach Neoplasms
ADRB1,Venous Engorgement
ADRB1,Myocardial Ischemia
ADRB1,Reactive Hyperemia
ADRB1,"Heart Failure, Right-Sided"
ADRB1,Active Hyperemia
ADRB1,Mood Disorders
ADRB1,"Cardiomyopathy, Familial Idiopathic"
ADRB1,Hereditary Diffuse Gastric Cancer
ADRB1,Myocardial Failure
ADRB1,Heart Decompensation
ADRB2,Asthma
ADRB2,Autistic Disorder
ADRB2,Bipolar Disorder
ADRB2,"Cardiomyopathy, Dilated"
ADRB2,Fibrosis
ADRB2,HIV Infections
ADRB2,Hyperlipidemia
ADRB2,Insulin Resistance
ADRB2,Lung diseases
ADRB2,Malignant neoplasm of stomach
ADRB2,nervous system disorder
ADRB2,Obesity
ADRB2,"Cardiomyopathies, Primary"
ADRB2,Prostatic Neoplasms
ADRB2,"Myocardial Diseases, Secondary"
ADRB2,Stomach Neoplasms
ADRB2,Tremor
ADRB2,Myocardial Ischemia
ADRB2,"Ventricular Dysfunction, Left"
ADRB2,Malignant neoplasm of prostate
ADRB2,Cardiomyopathies
ADRB2,Insulin Sensitivity
ADRB2,"Cardiomyopathy, Familial Idiopathic"
ADRB2,Cirrhosis
ADRB2,Lipidemias
ADRB2,Hereditary Diffuse Gastric Cancer
ADRB2,HIV Coinfection
ADRB3,Alloxan Diabetes
ADRB3,"Diabetes Mellitus, Experimental"
ADRB3,Heart failure
ADRB3,Congestive heart failure
ADRB3,Hyperlipidemia
ADRB3,Left-Sided Heart Failure
ADRB3,Obesity
ADRB3,Streptozotocin Diabetes
ADRB3,Left Ventricular Hypertrophy
ADRB3,"Heart Failure, Right-Sided"
ADRB3,Lipidemias
ADRB3,Myocardial Failure
ADRB3,Heart Decompensation
GRK2,Congenital Abnormality
GRK2,Rheumatoid Arthritis
GRK2,Cardiovascular Diseases
GRK2,Cardiomegaly
GRK2,Heart failure
GRK2,Congestive heart failure
GRK2,Hypertensive disease
GRK2,Left-Sided Heart Failure
GRK2,"Cardiomyopathies, Primary"
GRK2,"Myocardial Diseases, Secondary"
GRK2,"Dermatitis, Allergic Contact"
GRK2,"Heart Failure, Right-Sided"
GRK2,Cardiomyopathies
GRK2,Adenocarcinoma of large intestine
GRK2,Cardiac Hypertrophy
GRK2,Myocardial Failure
GRK2,Heart Decompensation
GRK3,Bipolar Disorder
GRK3,"Depression, Bipolar"
GRK3,Manic Disorder
GRK3,Manic
ADSL,Autistic Disorder
ADSL,Epileptic encephalopathy
ADSL,Intellectual Disability
AP1B1,Skin Abnormalities
AP1B1,Global developmental delay
AP1B1,Intellectual Disability
AP2B1,Depressive Symptoms
AFM,Drug toxicity
AFM,"Kidney Failure, Acute"
AFM,"Liver Cirrhosis, Experimental"
AFM,Adverse reaction to drug
AFM,Acute Kidney Insufficiency
AFM,Acute kidney injury
AFP,Malignant neoplasm of breast
AFP,"Hepatoma, Morris"
AFP,"Hepatoma, Novikoff"
AFP,"Liver Cirrhosis, Experimental"
AFP,Liver diseases
AFP,"Liver Neoplasms, Experimental"
AFP,Malignant neoplasm of stomach
AFP,"Mammary Neoplasms, Experimental"
AFP,Stomach Neoplasms
AFP,Experimental Hepatoma
AFP,Liver Dysfunction
AFP,Breast Carcinoma
AFP,"Mammary Neoplasms, Human"
AFP,Mammary Neoplasms
AFP,Hereditary Diffuse Gastric Cancer
AFP,Liver carcinoma
AFP,"Mammary Carcinoma, Human"
AGA,Schizophrenia
ACAN,Rheumatoid Arthritis
ACAN,Bagassosis
ACAN,Pneumoconiosis
ACAN,"Muscular Dystrophy, Facioscapulohumeral"
ACAN,Disproportionate short stature
AGER,Rheumatoid Arthritis
AGER,Atherosclerosis
AGER,Diabetic Angiopathies
AGER,Hyperalgesia
AGER,Hyperglycemia
AGER,Hypertrophy
AGER,Inflammation
AGER,"Microangiopathy, Diabetic"
AGER,Neuralgia
AGER,Degenerative polyarthritis
AGER,Pulmonary Emphysema
AGER,Schizophrenia
AGER,"Neuralgia, Supraorbital"
AGER,"Neuralgia, Vidian"
AGER,Osteoarthrosis Deformans
AGER,Centriacinar Emphysema
AGER,"Neuralgia, Atypical"
AGER,"Neuralgia, Stump"
AGER,Panacinar Emphysema
AGER,"Neuralgia, Perineal"
AGER,"Neuralgia, Iliohypogastric Nerve"
AGER,Allodynia
AGER,"Hyperalgesia, Primary"
AGER,"Hyperalgesia, Secondary"
AGER,Tactile Allodynia
AGER,"Hyperalgesia, Thermal"
AGER,"Neuralgia, Ilioinguinal"
AGER,Nerve Pain
AGER,Paroxysmal Nerve Pain
AGER,Lewy Body Disease
AGER,Atherogenesis
AGER,"Hyperglycemia, Postprandial"
AGER,Focal Emphysema
AGER,Mechanical Allodynia
AGER,"Carcinoma, Ovarian Epithelial"
AGL,Glycogen Storage Disease
AGL,"Liver Cirrhosis, Experimental"
AGL,Erythrocyte Mean Corpuscular Hemoglobin Test
AGL,Finding of Mean Corpuscular Hemoglobin
AGRP,Obesity
JAG1,Bone Diseases
JAG1,Malignant neoplasm of breast
JAG1,Adenoid Cystic Carcinoma
JAG1,Prelingual Deafness
JAG1,Deafness
JAG1,Eye Abnormalities
JAG1,Glioblastoma
JAG1,Congenital Heart Defects
JAG1,Lung Neoplasms
JAG1,Moyamoya Disease
JAG1,Salivary Gland Neoplasms
JAG1,Schizophrenia
JAG1,Tetralogy of Fallot
JAG1,"Hearing Loss, Extreme"
JAG1,Malignant neoplasm of salivary gland
JAG1,Malignant neoplasm of lung
JAG1,Facies
JAG1,Giant Cell Glioblastoma
JAG1,Complete Hearing Loss
JAG1,Breast Carcinoma
JAG1,"Deafness, Acquired"
JAG1,"Carcinoma, Pancreatic Ductal"
JAG1,"Mammary Neoplasms, Human"
JAG1,Mammary Neoplasms
JAG1,Glioblastoma Multiforme
JAG1,Bilateral Deafness
JAG1,Deaf Mutism
JAG1,"Mammary Carcinoma, Human"
JAG1,Familial thoracic aortic aneurysm and aortic dissection
AGT,Albuminuria
AGT,Alloxan Diabetes
AGT,Anemia
AGT,Cardiac Arrhythmia
AGT,Atherosclerosis
AGT,Bipolar Disorder
AGT,Cardiovascular Diseases
AGT,Carotid Artery Diseases
AGT,Catalepsy
AGT,Cholestasis
AGT,Cognition Disorders
AGT,Mental Depression
AGT,Depressive disorder
AGT,"Diabetes Mellitus, Experimental"
AGT,Diabetic Nephropathy
AGT,Diabetic Retinopathy
AGT,Fetal Growth Retardation
AGT,Fibrosis
AGT,Glomerulonephritis
AGT,IGA Glomerulonephritis
AGT,Nodular glomerulosclerosis
AGT,Focal glomerulosclerosis
AGT,Heart Diseases
AGT,Cardiomegaly
AGT,Heart failure
AGT,Congestive heart failure
AGT,"Hepatitis, Toxic"
AGT,Diaphragmatic Hernia
AGT,Hyperalgesia
AGT,Hyperemia
AGT,Hypertensive disease
AGT,Hypertrophy
AGT,Hypotension
AGT,Inflammation
AGT,Jacksonian Seizure
AGT,Kidney Diseases
AGT,Left-Sided Heart Failure
AGT,Liver Cirrhosis
AGT,"Liver Cirrhosis, Experimental"
AGT,Myocardial Infarction
AGT,Myocardial Reperfusion Injury
AGT,Necrosis
AGT,Nephrosis
AGT,Pneumonia
AGT,Lobar Pneumonia
AGT,Pre-Eclampsia
AGT,"Cardiomyopathies, Primary"
AGT,Proteinuria
AGT,Pulmonary Fibrosis
AGT,Kidney Failure
AGT,Reperfusion Injury
AGT,"Myocardial Diseases, Secondary"
AGT,Seizures
AGT,Streptozotocin Diabetes
AGT,Thrombosis
AGT,Ureteral obstruction
AGT,Venous Engorgement
AGT,Essential Hypertension
AGT,"Hyalinosis, Segmental Glomerular"
AGT,Thrombus
AGT,Left Ventricular Hypertrophy
AGT,Complex partial seizures
AGT,Myocardial Ischemia
AGT,"Aortic Aneurysm, Abdominal"
AGT,Reactive Hyperemia
AGT,Waxy flexibility
AGT,Generalized seizures
AGT,Clonic Seizures
AGT,"Heart Failure, Right-Sided"
AGT,"Fibrosis, Liver"
AGT,"Ventricular Dysfunction, Left"
AGT,Cardiovascular Abnormalities
AGT,Visual seizure
AGT,Tonic Seizures
AGT,Epileptic drop attack
AGT,Impaired glucose tolerance
AGT,Active Hyperemia
AGT,"Seizures, Somatosensory"
AGT,"Seizures, Auditory"
AGT,Olfactory seizure
AGT,Gustatory seizure
AGT,Vertiginous seizure
AGT,Bradycardia
AGT,Allodynia
AGT,Tonic - clonic seizures
AGT,Carotid Atherosclerosis
AGT,External Carotid Artery Diseases
AGT,Ventricular Remodeling
AGT,Left Ventricle Remodeling
AGT,Internal Carotid Artery Diseases
AGT,"Arterial Diseases, Common Carotid"
AGT,Non-epileptic convulsion
AGT,Single Seizure
AGT,Atonic Absence Seizures
AGT,"Hyperalgesia, Primary"
AGT,"Hyperalgesia, Secondary"
AGT,Tactile Allodynia
AGT,"Hyperalgesia, Thermal"
AGT,Convulsive Seizures
AGT,"Seizures, Focal"
AGT,"Seizures, Sensory"
AGT,Diabetic Cardiomyopathies
AGT,Drug-Induced Liver Disease
AGT,Cardiomyopathies
AGT,Experimental Lung Inflammation
AGT,"Hepatitis, Drug-Induced"
AGT,Cardiac Hypertrophy
AGT,Atherogenesis
AGT,Renal Insufficiency
AGT,Cirrhosis
AGT,Bright Disease
AGT,Myocardial Failure
AGT,Heart Decompensation
AGT,Mechanical Allodynia
AGT,Nonepileptic Seizures
AGT,Drug-Induced Acute Liver Injury
AGT,Pneumonitis
AGT,Convulsions
AGT,Chemical and Drug Induced Liver Injury
AGT,Chemically-Induced Liver Toxicity
AGT,Absence Seizures
AGT,Epileptic Seizures
AGT,Myoclonic Seizures
AGT,Generalized Absence Seizures
AGT,"Alveolitis, Fibrosing"
AGTR1,Spontaneous abortion
AGTR1,"Abortion, Tubal"
AGTR1,Diabetic Retinopathy
AGTR1,Heart failure
AGTR1,Congestive heart failure
AGTR1,Hypertensive disease
AGTR1,Kidney Diseases
AGTR1,Left-Sided Heart Failure
AGTR1,Neoplasm Metastasis
AGTR1,Proteinuria
AGTR1,Essential Hypertension
AGTR1,"Aortic Aneurysm, Abdominal"
AGTR1,"Heart Failure, Right-Sided"
AGTR1,"Carcinoma, Pancreatic Ductal"
AGTR1,Myocardial Failure
AGTR1,Heart Decompensation
AGTR1,Early Pregnancy Loss
AGTR1,Miscarriage
AGTR2,Corpus Luteum Cyst
AGTR2,Hypertensive disease
AGTR2,Malignant neoplasm of stomach
AGTR2,"Mammary Neoplasms, Experimental"
AGTR2,Neoplasm Metastasis
AGTR2,Ovarian Cysts
AGTR2,Stomach Neoplasms
AGTR2,Left Ventricular Hypertrophy
AGTR2,Diabetic Cardiomyopathies
AGTR2,"Mental Retardation, X-Linked"
AGTR2,Hereditary Diffuse Gastric Cancer
AGTR2,"Mental Retardation, X-Linked 1"
AGTR2,"Mental Retardation, X-Linked Nonsyndromic"
NR0B1,Hypogonadism
NR0B1,Oligospermia
NR0B1,Hypogonadotropic hypogonadism
NR0B1,Primary hypogonadism
NR0B1,"Hypogonadism, Isolated Hypogonadotropic"
NR0B1,"46,XY partial gonadal dysgenesis"
AHCY,"Amino Acid Metabolism, Inborn Errors"
AHCY,Anoxemia
AHCY,Anoxia
AHCY,Hepatolenticular Degeneration
AHCY,Adenocarcinoma of lung (disorder)
AHCY,Hypoxia
AHCY,Non-alcoholic Fatty Liver Disease
AHCY,Hypoxemia
AHCY,"Amino Acid Metabolism, Inherited Disorders"
AHCY,Hepatic Form of Wilson Disease
AHCY,Nonalcoholic Steatohepatitis
AHR,Spontaneous abortion
AHR,"Abortion, Tubal"
AHR,"Arthritis, Adjuvant-Induced"
AHR,Rheumatoid Arthritis
AHR,Atherosclerosis
AHR,Behcet Syndrome
AHR,Birth Weight
AHR,Bone Resorption
AHR,Malignant neoplasm of breast
AHR,Malignant Neoplasms
AHR,Colitis
AHR,Contact Dermatitis
AHR,Growth Disorders
AHR,Congenital Heart Defects
AHR,Cardiomegaly
AHR,"Hepatitis, Toxic"
AHR,Hepatomegaly
AHR,Hypertensive disease
AHR,Hypertrophy
AHR,Male infertility
AHR,Inflammation
AHR,Insulin Resistance
AHR,Liver Cirrhosis
AHR,Liver diseases
AHR,Liver neoplasms
AHR,Malignant neoplasm of stomach
AHR,Metabolic Diseases
AHR,Necrosis
AHR,Neoplasm Invasiveness
AHR,Neoplasm Metastasis
AHR,Neoplasms
AHR,"Neoplasms, Experimental"
AHR,Nicotine Dependence
AHR,Obesity
AHR,Pancreatic Neoplasm
AHR,Pneumonia
AHR,Lobar Pneumonia
AHR,Prostatic Neoplasms
AHR,Retinitis Pigmentosa
AHR,Splenomegaly
AHR,Stomach Neoplasms
AHR,Tachycardia
AHR,Tobacco Dependence
AHR,Vascular Diseases
AHR,Weight Gain
AHR,Tachyarrhythmia
AHR,Liver Dysfunction
AHR,Benign Neoplasm
AHR,Left Ventricular Hypertrophy
AHR,Adenocarcinoma of lung (disorder)
AHR,Contact hypersensitivity
AHR,"Fibrosis, Liver"
AHR,Dyslipidemias
AHR,Lung Injury
AHR,Atrophic
AHR,Malignant neoplasm of liver
AHR,Malignant neoplasm of pancreas
AHR,Malignant neoplasm of prostate
AHR,Nicotine Use Disorder
AHR,Non-alcoholic Fatty Liver Disease
AHR,Dyslipoproteinemias
AHR,Breast Carcinoma
AHR,"Subfertility, Male"
AHR,Drug-Induced Liver Disease
AHR,Experimental Lung Inflammation
AHR,Male sterility
AHR,Insulin Sensitivity
AHR,"Arthritis, Collagen-Induced"
AHR,"Arthritis, Experimental"
AHR,"Mammary Neoplasms, Human"
AHR,"Hepatitis, Drug-Induced"
AHR,Cardiac Hypertrophy
AHR,Mammary Neoplasms
AHR,Atherogenesis
AHR,Hereditary Diffuse Gastric Cancer
AHR,Chronic Lung Injury
AHR,Nonalcoholic Steatohepatitis
AHR,Drug-Induced Acute Liver Injury
AHR,Pneumonitis
AHR,Early Pregnancy Loss
AHR,Chemical and Drug Induced Liver Injury
AHR,Chemically-Induced Liver Toxicity
AHR,Miscarriage
AHR,"Mammary Carcinoma, Human"
AHSG,Calcinosis
AHSG,Drug toxicity
AHSG,"Kidney Failure, Acute"
AHSG,Adverse reaction to drug
AHSG,Tumoral calcinosis
AHSG,Microcalcification
AHSG,Acute Kidney Insufficiency
AHSG,Acute kidney injury
AIF1,Hyperalgesia
AIF1,"Liver Cirrhosis, Experimental"
AIF1,Parkinson Disease
AIF1,Trigeminal Neuralgia
AIF1,"Trigeminal Neuralgia, Idiopathic"
AIF1,Secondary Trigeminal Neuralgia
AIF1,Allodynia
AIF1,"Hyperalgesia, Primary"
AIF1,"Hyperalgesia, Secondary"
AIF1,Tactile Allodynia
AIF1,"Hyperalgesia, Thermal"
AIF1,Lewy Body Disease
AIF1,Mechanical Allodynia
AK1,Myocardial Ischemia
AK1,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
AK1,"Lymphoma, Lymphocytic, Intermediate"
AK2,Prelingual Deafness
AK2,Deafness
AK2,Severe Combined Immunodeficiency
AK2,"Hearing Loss, Extreme"
AK2,Sodium measurement
AK2,Complete Hearing Loss
AK2,"Deafness, Acquired"
AK2,Adverse Event by CTCAE Category
AK2,Omenn Syndrome
AK2,Bilateral Deafness
AK2,Deaf Mutism
AK4,Degenerative polyarthritis
AK4,Osteoarthrosis Deformans
AKT1,Bipolar Disorder
AKT1,Malignant neoplasm of breast
AKT1,Malignant Neoplasms
AKT1,Cannabis Abuse
AKT1,Cannabis Dependence
AKT1,Adenocarcinoma of prostate
AKT1,Malignant neoplasm of skin
AKT1,Non-Small Cell Lung Carcinoma
AKT1,Squamous cell carcinoma
AKT1,Colorectal Carcinoma
AKT1,Colorectal Neoplasms
AKT1,Mental Depression
AKT1,Depressive disorder
AKT1,Epilepsy
AKT1,Fibrosis
AKT1,Hashish Abuse
AKT1,Cardiomegaly
AKT1,Hyperplasia
AKT1,Inflammation
AKT1,Acute Promyelocytic Leukemia
AKT1,Lung Neoplasms
AKT1,Marijuana Abuse
AKT1,melanoma
AKT1,Meningioma
AKT1,Muscular Atrophy
AKT1,Obesity
AKT1,Osteosarcoma
AKT1,Ovarian Carcinoma
AKT1,Pain
AKT1,Adenomatous Polyposis Coli
AKT1,Precancerous Conditions
AKT1,"Cardiomyopathies, Primary"
AKT1,Prostatic Neoplasms
AKT1,"Psychoses, Drug"
AKT1,"Psychoses, Substance-Induced"
AKT1,Schizophrenia
AKT1,"Myocardial Diseases, Secondary"
AKT1,Skin Neoplasms
AKT1,T-Cell Lymphoma
AKT1,"Epilepsy, Cryptogenic"
AKT1,Small cell carcinoma of lung
AKT1,Cutaneous Melanoma
AKT1,Adenocarcinoma of lung (disorder)
AKT1,"Meningiomas, Multiple"
AKT1,"Pain, Burning"
AKT1,Ache
AKT1,Radiating pain
AKT1,Aura
AKT1,Amphetamine-Related Disorders
AKT1,Cannabis-Related Disorder
AKT1,Amphetamine Addiction
AKT1,Amphetamine Abuse
AKT1,Malignant neoplasm of lung
AKT1,Malignant Meningioma
